card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10,Jamming,Jamming_security,Jamming_inherited,Blitz,Blitz_security,Blitz_inherited,Blocker,Blocker_security,Blocker_inherited,Piercing,Piercing_security,Piercing_inherited,De-Digivolve,De-Digivolve_security,De-Digivolve_inherited,Reboot,Reboot_security,Reboot_inherited,Decoy,Decoy_security,Decoy_inherited,Recovery,Recovery_security,Recovery_inherited,Retaliation,Retaliation_security,Retaliation_inherited,Delay,Delay_security,Delay_inherited,Digi-Burst,Digi-Burst_security,Digi-Burst_inherited,Rush,Rush_security,Rush_inherited,Digisorption,Digisorption_security,Digisorption_inherited,Draw,Draw_security,Draw_inherited,Armor Purge,Armor Purge_security,Armor Purge_inherited,Save,Save_security,Save_inherited,Material Save,Material Save_security,Material Save_inherited,anti Jamming,anti Jamming_security,anti Jamming_inherited,anti Blitz,anti Blitz_security,anti Blitz_inherited,anti Blocker,anti Blocker_security,anti Blocker_inherited,anti Piercing,anti Piercing_security,anti Piercing_inherited,anti De-Digivolve,anti De-Digivolve_security,anti De-Digivolve_inherited,anti Reboot,anti Reboot_security,anti Reboot_inherited,anti Decoy,anti Decoy_security,anti Decoy_inherited,anti Recovery,anti Recovery_security,anti Recovery_inherited,anti Retaliation,anti Retaliation_security,anti Retaliation_inherited,anti Delay,anti Delay_security,anti Delay_inherited,anti Digi-Burst,anti Digi-Burst_security,anti Digi-Burst_inherited,anti Rush,anti Rush_security,anti Rush_inherited,anti Digisorption,anti Digisorption_security,anti Digisorption_inherited,anti Draw,anti Draw_security,anti Draw_inherited,anti Armor Purge,anti Armor Purge_security,anti Armor Purge_inherited,anti Save,anti Save_security,anti Save_inherited,anti Material Save,anti Material Save_security,anti Material Save_inherited,support Jamming,support Jamming_security,support Jamming_inherited,support Blitz,support Blitz_security,support Blitz_inherited,support Blocker,support Blocker_security,support Blocker_inherited,support Piercing,support Piercing_security,support Piercing_inherited,support De-Digivolve,support De-Digivolve_security,support De-Digivolve_inherited,support Reboot,support Reboot_security,support Reboot_inherited,support Decoy,support Decoy_security,support Decoy_inherited,support Recovery,support Recovery_security,support Recovery_inherited,support Retaliation,support Retaliation_security,support Retaliation_inherited,support Delay,support Delay_security,support Delay_inherited,support Digi-Burst,support Digi-Burst_security,support Digi-Burst_inherited,support Rush,support Rush_security,support Rush_inherited,support Digisorption,support Digisorption_security,support Digisorption_inherited,support Draw,support Draw_security,support Draw_inherited,support Armor Purge,support Armor Purge_security,support Armor Purge_inherited,support Save,support Save_security,support Save_inherited,support Material Save,support Material Save_security,support Material Save_inherited,Security Attack +,Security Attack +_security,Security Attack +_inherited,Security Attack -,Security Attack -_security,Security Attack -_inherited,DP-,DP-_security,DP-_inherited,DP+,DP+_security,DP+_inherited,Memory+,Memory+_security,Memory+_inherited,Memory-,Memory-_security,Memory-_inherited,Delete,Delete_security,Delete_inherited,purple,white,black,green,yellow,blue,red
BT3-060,726,1,1,2,2,7,176,4,5000.0,1,-1,-1,-1,2,1,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-061,932,1,1,2,2,7,34,4,1000.0,6,[All Turns] Your opponent can't gain memory except with Tamer effects.,-1,-1,1,1,2,0,0,0,1,0,2,2,3,0,0,0,1,4,0.12022843402464682,0.060731203692457186,0.08574228319451249,0.11846937566639025,0.3626003626003626,0.05589194224499301,0.0,0.0,0.27289048473967686,0.03538883482261347,0.027666343892654585,0.12254901960784313,0.44340723453908987,0.1127998100213726,0.2302555836979047,0.09660399791929851,0.09181532004197271,0.03138239447669858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-062,553,1,6,2,2,7,29,4,1000.0,1,[On Play] Reveal the top 5 cards of your deck. Add 1 [RagnaLoardmon] Digimon card and 1 Digimon card with [Legend-Arms] in its type among them to your hand. Place the remaining cards on the bottom of your deck in any order.,-1,-1,1,1,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.24045686804929364,0.0971699259079315,0.0,0.0,0.03885003885003885,0.0,0.0,0.0,0.29443447037701975,0.03538883482261347,0.027666343892654585,0.0,0.0,0.0,0.0,0.0,0.08525708289611753,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-063,790,1,1,2,3,2,3,4,1000.0,6,[On Deletion] Reveal the top 3 cards of your deck. You may play 1 [Chuumon] among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,-1,-1,3,2,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007181328545780969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-064,906,1,1,2,3,2,29,5,4000.0,1,-1,-1,"[When Attacking] If this Digimon is level 7, trigger<De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",3,2,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.12022843402464682,0.08502368516944005,0.0,0.0,0.03885003885003885,0.0,0.0,0.0,0.0718132854578097,0.0,0.0,0.012899896800825593,0.0,0.0,0.0,0.0,0.013116474291710388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-065,398,1,6,2,3,2,34,6,4000.0,4,"[Security] At the end of the battle, play this card without paying its memory cost.",-1,-1,3,2,2,0,0,0,1,0,2,2,3,1,0,0,2,4,0.0,0.04858496295396575,0.0,0.023693875133278048,0.0,0.0,0.0,0.0,0.03590664272890485,0.03538883482261347,0.02074975791949094,0.01934984520123839,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-066,174,1,1,2,3,2,133,6,5000.0,1,-1,-1,[Opponent's Turn] This Digimon gets +1000 DP.,3,2,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.030057108506161705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025799793601651185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-067,884,1,1,2,3,2,61,7,6000.0,1,-1,-1,-1,2,2,2,0,0,0,2,0,2,2,3,1,0,0,2,4,0.0,0.15790112960038868,0.2449779519843214,0.07108162539983415,0.1036001036001036,0.0,0.0,0.0,0.5314183123877918,0.15040254799610725,0.11758196154378199,0.30314757481940147,0.1633605600933489,0.04155782474471622,0.023025558369790467,0.03715538381511481,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-068,353,1,1,2,4,8,147,7,7000.0,4,-1,-1,[Opponent's Turn] This Digimon gets +1000 DP.,4,3,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05026929982046679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-069,744,1,1,2,4,8,29,7,7000.0,1,-1,-1,"[When Attacking] If this Digimon is level 7, trigger<De-Digivolve  1> on 1 of your opponent's Digimon (Trash up to 1 card from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards).",4,3,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.12022843402464682,0.0971699259079315,0.0,0.0,0.03885003885003885,0.0,0.0,0.0,0.45242369838420105,0.03538883482261347,0.02074975791949094,0.0,0.0,0.0,0.0,0.0,0.026232948583420776,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-070,279,1,3,2,4,8,173,8,6000.0,6,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[On Deletion] Reveal 5 cards from the top of your deck. You may play 1 level 6 Digimon card with [Etemon] in its name among them. Place the remaining cards at the bottom of your deck in any order.",-1,-1,4,3,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0.03885003885003885,0.0,0.0,0.0,0.04308797127468582,0.03538883482261347,0.0,0.0,0.1866977829638273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-071,601,1,3,2,4,8,61,9,7000.0,1,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).[When Digivolving] Return 1 level 7 Digimon card with [Virus] in its attribute from your trash to your hand.,-1,-1,4,3,2,0,0,0,0,0,2,2,3,1,0,0,2,4,0.12022843402464682,0.0,0.04899559039686428,0.0,0.0,0.0,0.0,0.0,0.05745062836624775,0.0,0.027666343892654585,0.006449948400412796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-072,141,1,3,2,5,6,29,11,12000.0,1,-1,-1,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",4,4,2,4,4,5,0,0,2,2,3,1,0,0,2,4,1.2924556657649533,0.21863233329284587,0.09799118079372857,0.0,0.0518000518000518,0.0,0.0,0.0,0.5960502692998204,0.3361939308148279,0.2835800248997095,0.0,0.0,0.023747328425552126,0.0,0.03715538381511481,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-073,185,1,5,2,5,6,36,12,11000.0,1,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).[When Digivolving] Reveal 1 card from the top of your deck for each Digimon your opponent has in play. You may play 1 black or red Digimon card with a level of 5 or less among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,-1,-1,5,4,2,5,4,5,1,0,2,2,3,1,0,0,2,4,0.030057108506161705,0.07287744443094862,0.04899559039686428,0.047387750266556096,0.0,0.0,0.0,0.0,0.31597845601436264,0.0796248783508803,0.03458292986581823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-074,594,1,6,2,5,6,61,13,10000.0,6,[Your Turn] This Digimon can't be blocked by your opponent's Digimon.[Opponent's Turn] This Digimon gets +2000 DP.,-1,-1,4,4,2,0,0,0,0,0,2,2,3,0,0,0,1,4,0.0,0.0,0.0,0.0,0.06475006475006474,0.0,0.0,0.0,0.05745062836624775,0.03538883482261347,0.0,0.0,0.1866977829638273,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BT3-075,184,1,5,2,5,6,119,14,12000.0,4,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[All Turns] Your Digimon with <Blocker> can't be deleted by your opponent's effects.",-1,-1,5,4,2,0,0,0,1,0,2,2,3,1,0,0,2,4,0.4809137360985873,0.07287744443094862,0.02449779519843214,0.41464281483236587,0.4273504273504274,0.0,0.0,0.0,0.21543985637342908,0.07077766964522694,0.11758196154378199,0.4063467492260062,0.5367561260210035,0.05936832106388032,0.023025558369790467,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BT3-076,148,14,1,2,2,7,96,3,3000.0,1,-1,-1,-1,1,1,5,0,0,0,1,0,2,2,3,1,0,0,2,4,0.12022843402464682,0.15790112960038868,0.14698677119059284,0.047387750266556096,0.09065009065009065,0.018630647414997672,0.0,0.0,1.1921005385996408,0.5131381049278952,0.5809932217457463,0.24509803921568626,0.1633605600933489,0.08311564948943244,0.0690766751093714,0.014862153526045923,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BT3-077,335,14,1,2,2,7,144,4,2000.0,6,[All Turns] Your opponent can't gain memory except with Tamer effects.,-1,-1,1,1,5,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.2550710555083202,0.2694757471827536,0.31986731429925364,0.5698005698005698,1.0992081974848626,0.6421299921691465,0.922266139657444,0.5314183123877918,0.15040254799610725,0.2835800248997095,0.6901444788441693,0.25670945157526254,1.163619092852054,1.0131245682707806,0.3566916846251022,0.6623819517313746,0.28244155029028717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BT3-078,802,14,1,2,2,7,72,4,4000.0,6,-1,-1,-1,1,1,5,0,0,0,0,0,2,2,3,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10053859964093358,0.0,0.0,0.012899896800825593,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BT3-079,926,14,1,2,2,7,144,4,2000.0,6,-1,-1,[On Deletion] Gain 1 memory.,1,1,5,0,0,0,0,0,2,2,3,0,0,0,1,4,0.12022843402464682,0.04858496295396575,0.03674669279764821,0.0,0.03885003885003885,0.1304145319049837,0.07830853563038372,0.0,0.2513464991023339,0.12386092187914714,0.24208050906072762,0.08384932920536635,0.0,0.23747328425552128,0.345383375546857,0.029724307052091847,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
